review,rating,date,bank,source
"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02 22:30:01,BOA,Google Play
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26 10:09:00,BOA,Google Play
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01 08:19:37,BOA,Google Play
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06 12:31:47,BOA,Google Play
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30 19:29:53,BOA,Google Play
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19 07:58:40,BOA,Google Play
BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12 09:16:21,BOA,Google Play
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29 01:54:02,BOA,Google Play
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28 11:44:51,BOA,Google Play
You've improved from the previous one! Also try to add dark mode.,5,2024-01-17 17:24:25,BOA,Google Play
A massive improvement from the previous app. More modern and actually works,5,2024-02-03 13:04:16,BOA,Google Play
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07 20:47:48,BOA,Google Play
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13 17:21:44,BOA,Google Play
Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23 16:52:55,BOA,Google Play
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02 22:59:16,BOA,Google Play
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05 17:38:54,BOA,Google Play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13 09:08:25,BOA,Google Play
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01 07:56:28,BOA,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03 11:00:33,BOA,Google Play
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29 15:36:18,BOA,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13 12:39:40,BOA,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14 15:09:31,BOA,Google Play
"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13 14:47:52,BOA,Google Play
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03 04:40:48,BOA,Google Play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04 05:30:33,BOA,Google Play
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28 20:08:25,BOA,Google Play
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05 21:21:32,BOA,Google Play
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29 23:09:32,BOA,Google Play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04 11:45:20,BOA,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23 18:53:32,BOA,Google Play
Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09 15:38:49,BOA,Google Play
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15 12:56:57,BOA,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25 23:24:26,BOA,Google Play
Every time needs update & after that it's not working it's too boring,1,2024-05-01 20:50:16,BOA,Google Play
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25 21:18:13,BOA,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31 23:20:53,BOA,Google Play
"The application is full of bug, so annoying.",1,2024-05-07 06:47:03,BOA,Google Play
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24 22:40:38,BOA,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02 17:02:17,BOA,Google Play
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15 00:55:51,BOA,Google Play
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24 06:27:54,BOA,Google Play
Horrible customer service and app crashes Horrible!!,1,2025-01-15 13:24:17,BOA,Google Play
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24 17:54:31,BOA,Google Play
The app got a better features and easy to use.,5,2024-02-20 09:50:52,BOA,Google Play
This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,5,2024-04-12 15:09:02,BOA,Google Play
It has become the most unreliable mibile banking app ever.,1,2024-06-16 11:23:01,BOA,Google Play
It's not opening. Really frustrating,1,2025-03-01 17:18:34,BOA,Google Play
"Very slow response , try to some updates in the application",1,2024-04-27 03:02:30,BOA,Google Play
This App is not interest for Android phone Please update it .,1,2025-06-01 10:17:10,BOA,Google Play
Fast and suitable for the customers.,5,2025-01-04 08:16:44,BOA,Google Play
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01 14:52:25,BOA,Google Play
